system:index,total_evaporation_sum
20030315,-0.0025711538097167906
20030316,-0.0046091767182408995
20030317,-0.005270057417257596
20030318,-0.004567260507240571
20030319,-0.003303783336310147
20030320,-0.0036343194643979303
20030321,-0.004231165035024689
20030322,-0.0029599141440554626
20030323,-0.004489194708285504
20030324,-0.004612030685396414
20030325,-0.004154304807376079
20030326,-0.004552215549286752
20030327,-0.0031889073316468007
20030328,-0.00328212010768713
20030329,-0.00412608439796735
20030330,-0.004805581371019073
20030331,-0.004803336812513553
20030401,-0.004905205047425386
20030402,-0.004842908885804891
20030403,-0.004281980058283136
20030404,-0.004595653420847974
20030405,-0.00505369511050169
20030406,-0.004781765151473231
20030407,-0.005445292299073695
20030408,-0.005097084125728849
20030409,-0.005213624487793808
20030410,-0.004777132204268609
20030411,-0.005108623113091501
20030412,-0.005123806681240267
20030413,-0.004881484865379381
20030414,-0.005038237338539367
20030415,-0.00468684858280915
20030416,-0.004791527376727892
20030417,-0.004335545706495457
20030418,-0.004908313684033285
20030419,-0.005478686070767076
20030420,-0.004871701757679369
20030421,-0.004892236544461422
20030422,-0.005112466672471802
20030423,-0.004642673759508543
20030424,-0.004258444423606157
20030425,-0.004014858846452714
20030426,-0.004770710407749422
20030427,-0.004524614215265151
20030428,-0.004812910588541591
20030429,-0.004184404109332538
20030430,-0.004070114471288635
20030501,-0.002305123229215542
20030502,-0.0035576376667832265
20030503,-0.0038857933485196075
20030504,-0.0039022705258718615
20030505,-0.004592982907576319
20030506,-0.003952145037341589
20030507,-0.00445970017447847
20030508,-0.004164860026632088
20030509,-0.0034568333506571746
20030510,-0.002216395716271026
20030511,-0.002096459685012931
20030512,-0.0038720482184588165
20030513,-0.0032584265700427322
20030514,-0.004409985569586096
20030515,-0.004122242046839125
20030516,-0.00292441575090362
20030517,-0.0013747511662555256
20030518,-0.0033770279594024844
20030519,-0.0027553661025048934
20030520,-0.0031857553599740768
20030521,-0.003201804441326269
20030522,-0.004084881937304021
20030523,-0.0035057313453141455
20030524,-0.0043790769248092925
20030525,-0.0049487490059127405
20030526,-0.005307163464356288
20030527,-0.005219661914039307
20030528,-0.004543022814126283
20030529,-0.0046267523223218286
20030530,-0.00508343312230703
20030531,-0.005023272393170633
20030601,-0.005256788479192413
20030602,-0.005046405845810999
20030603,-0.004860443581717111
20030604,-0.004706956250350079
20030605,-0.004575589671982243
20030606,-0.0047730942812128935
20030607,-0.004894348998588761
20030608,-0.0040660945567915574
20030609,-0.0041749986116978825
20030610,-0.00387851147581933
20030611,-0.003975301409843381
20030612,-0.0038317610517214933
20030613,-0.0018552912456103214
20030614,-0.00241221722128769
20030615,-0.003979775612827388
20030616,-0.003386853505189635
20030617,-0.004219565228498012
20030618,-0.003950153681788043
20030619,-0.004388583790488784
20030620,-0.004152791929409999
20030621,-0.00353569094519194
20030622,-0.003024979763528042
20030623,-0.0034941130450655057
20030624,-0.0036863992742415404
20030625,-0.00468621050803085
20030626,-0.004328979703139298
20030627,-0.0034088883070028026
20030628,-0.0020138543804722126
20030629,-0.0029092078271462144
20030630,-0.004461891515720311
20030701,-0.0037863905552708165
20030702,-0.003649770317490671
20030703,-0.004141701725121832
20030704,-0.0038281301873774767
20030705,-0.003934245691601972
20030706,-0.0035056926962848765
20030707,-0.002978983412592616
20030708,-0.003664275530159036
20030709,-0.004327984506382036
20030710,-0.004229360860964743
20030711,-0.004206546805671482
20030712,-0.0038926588547494954
20030713,-0.004211041594813189
20030714,-0.003960118561855046
20030715,-0.0031202745263508693
20030716,-0.004034117114729579
20030717,-0.0029886932570230957
20030718,-0.0028121116102437604
20030719,-0.0024596398855378063
20030720,-0.0023036440892016717
20030721,-0.0020696724590041496
20030722,-0.0031879585560003307
20030723,-0.0038558851399176186
20030724,-0.004350367641281982
20030725,-0.0018252185704262036
20030726,-0.0041366966357498924
20030727,-0.004392261530861763
20030728,-0.004973848021140012
20030729,-0.0039053190436905295
20030730,-0.001441616053152306
20030731,-0.0032257432124049574
20030801,-0.0037425967806688125
20030802,-0.003466284687060749
20030803,-0.0039657190935509755
20030804,-0.004403116051614229
20030805,-0.004331305523515765
20030806,-0.004864537155606418
20030807,-0.004359013256403198
20030808,-0.004253882181077408
20030809,-0.004556379957010728
20030810,-0.004298823578995732
20030811,-0.004295695156478132
20030812,-0.004151654592367966
20030813,-0.003793725857932514
20030814,-0.0038713457861539583
20030815,-0.0038339079984371235
20030816,-0.00415780075859907
20030817,-0.0042100873004693555
20030818,-0.00408598940320105
20030819,-0.003656879749385785
20030820,-0.004190929993550225
20030821,-0.004814261355609198
20030822,-0.00449028310773948
20030823,-0.004132415155946284
20030824,-0.004715661272898847
20030825,-0.004472606071184098
20030826,-0.0030891958337578114
20030827,-0.002677451467492766
20030828,-0.0040653501798602045
20030829,-0.004319773645700927
20030830,-0.00481210968103361
20030831,-0.004370004694904615
20030901,-0.003608703785618358
20030902,-0.005212243831614979
20030903,-0.003833774859753043
20030904,-0.003537501669389586
20030905,-0.004495431543005158
20030906,-0.004579332394773623
20030907,-0.003616221849785836
20030908,-0.003366639623078335
20030909,-0.0035948828607317543
20030910,-0.0037940847549869966
20030911,-0.0032956108129720135
20030912,-0.004300645907472139
20030913,-0.003499534909449718
20030914,-0.0044742465621332465
20030915,-0.003627511835257962
20030916,-0.003707413239125813
20030917,-0.003957624851023419
20030918,-0.0034037452952337174
20030919,-0.0036507750976680683
20030920,-0.004063636545300623
20030921,-0.003739515547900853
20030922,-0.0037820059186208154
20030923,-0.00349470660718851
20030924,-0.003882262865782079
20030925,-0.004368195462905741
20030926,-0.004531391779306106
20030927,-0.003775205551670229
20030928,-0.0038250629912499464
20030929,-0.0034669670595944015
20030930,-0.0031303858471380544
20031001,-0.0030786401314849146
20031002,-0.0035405749075291693
20031003,-0.0028234989928991355
20031004,-0.002359380951309297
20031005,-0.004619368780077883
20031006,-0.004209869088813067
20031007,-0.004674488361847903
20031008,-0.004244301486979862
20031009,-0.004277680776525758
20031010,-0.004050037143078223
20031011,-0.0037944019369306452
20031012,-0.003716016904806782
20031013,-0.003941811105555459
20031014,-0.004311203729865482
20031015,-0.0037670321086977956
20031016,-0.003740571595982427
20031017,-0.003122258305496118
20031018,-0.0017673379830158357
20031019,-0.0029252714253290802
20031020,-0.0028194952350220855
20031021,-0.0033777593727979394
20031022,-0.003912785349298713
20031023,-0.001952636509750038
20031024,-0.002780427516283144
20031025,-0.0019836466129922363
20031026,-0.0028496229270939966
20031027,-0.003402863520731831
20031028,-0.004238341606029794
20031029,-0.003895224389255913
20031030,-0.003814822462318035
20031031,-0.003855397890511458
20031101,-0.004648818669097683
20031102,-0.004304140829579314
20031103,-0.0029056315916769224
20031104,-0.0035782834535219793
20031105,-0.003703442911800924
20031106,-0.004025831720512197
20031107,-0.003594654734747703
20031108,-0.0034388579506523654
20031109,-0.0025309644695642023
20031110,-0.0037127244446154054
20031111,-0.003966003163732175
20031112,-0.003958269059986234
20031113,-0.0028491465313244214
20031114,-0.004313582935331616
20031115,-0.0045825667082671105
20031116,-0.0039870286444784
20031117,-0.004152821576408585
20031118,-0.004612760325678399
20031119,-0.003846808383581627
20031120,-0.0040813226801970194
20031121,-0.004053042551077565
20031122,-0.004130142850594948
20031123,-0.004238725718062137
20031124,-0.0038880842489534676
20031125,-0.0036529460408263534
20031126,-0.004142999610739338
20031127,-0.00418730396017973
20031128,-0.004162682465941169
20031129,-0.004694680189830569
20031130,-0.0043424298813844525
20031201,-0.003677860345879237
20031202,-0.003285204030059648
20031203,-0.00296543942777976
20031204,-0.004206764117954342
20031205,-0.0035882316962875366
20031206,-0.002769641679604664
20031207,-0.003519192757704894
20031208,-0.003965755563221137
20031209,-0.003512751941902618
20031210,-0.004209035368511509
20031211,-0.0028481014964970033
20031212,-0.0034215190938192484
20031213,-0.002904613644137993
20031214,-0.002071635053414912
20031215,-0.0022092726031463185
20031216,-0.0013730899196366718
20031217,-0.001341872333136086
20031218,-0.002708316793772504
20031219,-0.0010277960532382438
20031220,-0.0020524850744414814
20031221,-0.0016729863446098257
20031222,-0.0031600079993984163
20031223,-0.002203574218710287
20031224,-0.0014040422990107312
20031225,-0.0031248085483655628
20031226,-0.004097443267157809
20031227,-0.0035763660206256176
20031228,-0.0039948863992945146
20031229,-0.0025189017849336147
20031230,-0.003149951425514458
20031231,-0.003827077047384473
20040101,-0.0032987489693491624
20040102,-0.0035184456052770306
20040103,-0.0035688281113362133
20040104,-0.0030995655831884596
20040105,-0.003855665463564237
20040106,-0.003787144748909962
20040107,-0.0038492471507856436
20040108,-0.003940755009066569
20040109,-0.004134425912795434
20040110,-0.0035743609926435936
20040111,-0.00395740155015846
20040112,-0.0041368365854520025
20040113,-0.004008501757248433
20040114,-0.00364335378951943
20040115,-0.004179428938934825
20040116,-0.003369160369553133
20040117,-0.0037069723487790666
20040118,-0.004196172635338235
20040119,-0.003982603487744515
20040120,-0.0040859538557175305
20040121,-0.003335966227099014
20040122,-0.003076800902704407
20040123,-0.003039627637102685
20040124,-0.004013382072739788
20040125,-0.003555092547612358
20040126,-0.002867148475328521
20040127,-0.002851165177526808
20040128,-0.0036085996893713383
20040129,-0.00409813201480824
20040130,-0.003416033149016474
20040131,-0.003365869537867232
20040201,-0.0040213385086640616
20040202,-0.004406482970976403
20040203,-0.004257911150790496
20040204,-0.0041159369631728285
20040205,-0.004325182193471549
20040206,-0.0015625314922350605
20040207,-0.0027304509036732622
20040208,-0.004430909392200004
20040209,-0.0030064705130839046
20040210,-0.003588923051289243
20040211,-0.0033579875770017604
20040212,-0.001213348549267356
20040213,-0.002939782615349882
20040214,-0.003068213333485907
20040215,-0.004188437419784915
20040216,-0.004125930253420239
20040217,-0.00403343669375992
20040218,-0.0038778235070457004
20040219,-0.0036165300304933307
20040220,-0.0033722510082896382
20040221,-0.003340917866773063
20040222,-0.00241659522513518
20040223,-0.003960908901006342
20040224,-0.004410400666769018
20040225,-0.004373523284812407
20040226,-0.004304666849499568
20040227,-0.0036798109205740375
20040228,-0.004546293831249554
20040229,-0.0030590664737323446
20040301,-0.004832285139535437
20040302,-0.004653726527691046
20040303,-0.004825803257920737
20040304,-0.003489796427796519
20040305,-0.0026063405137447845
20040306,-0.0022659293846199677
20040307,-0.004548978819891839
20040308,-0.004393892020136355
20040309,-0.004633014145269776
20040310,-0.004484055479361189
20040311,-0.004484246309933156
20040312,-0.0049439499560081064
20040313,-0.004469247778773005
20040314,-0.004034871479784448
20040315,-0.004155879123681242
20040316,-0.004411980446317212
20040317,-0.003722403793389688
20040318,-0.002570503425401683
20040319,-0.0031897736360037435
20040320,-0.004376798155127686
20040321,-0.0036184436154238276
20040322,-0.0038365886729421
20040323,-0.004253983704918564
20040324,-0.00449832795376833
20040325,-0.004273299043134028
20040326,-0.0039443570170615005
20040327,-0.00461168004099753
20040328,-0.004472675157052061
20040329,-0.004997452927925301
20040330,-0.004799543745484816
20040331,-0.004995309840759356
20040401,-0.004820927551946806
20040402,-0.005340242029251358
20040403,-0.0052429262249002895
20040404,-0.004824399773374261
20040405,-0.004793185990095221
20040406,-0.004341279807164682
20040407,-0.004547114545895674
20040408,-0.004924364012383317
20040409,-0.0046648568204726674
20040410,-0.004918511320668867
20040411,-0.0050605428678360065
20040412,-0.005079724042309082
20040413,-0.0053121636807523355
20040414,-0.004698876408933008
20040415,-0.0043966210381951336
20040416,-0.004951083418936343
20040417,-0.00407656711046337
20040418,-0.004141556671426921
20040419,-0.004326882143696323
20040420,-0.004708031356149992
20040421,-0.005165305560501203
20040422,-0.005656781155451297
20040423,-0.0047317349805485204
20040424,-0.00490221272514781
20040425,-0.0047558387797384145
20040426,-0.0037557269432954747
20040427,-0.004408356622091609
20040428,-0.004415259084909165
20040429,-0.0035007665641856446
20040430,-0.0038633588305719653
20040501,-0.003765567146527205
20040502,-0.004429710182896698
20040503,-0.004614093636456312
20040504,-0.0033214132778585535
20040505,-0.0043790475881108105
20040506,-0.004291499861715901
20040507,-0.0036129568612700454
20040508,-0.0036944560983013523
20040509,-0.0018827229505320898
20040510,-0.0033681120048357177
20040511,-0.001555200930841652
20040512,-0.0026743263520860494
20040513,-0.003568580902747897
20040514,-0.0047958409517928225
20040515,-0.003873788758601497
20040516,-0.0023469976173397414
20040517,-0.004120243086509446
20040518,-0.0042923116506648025
20040519,-0.004473075619069784
20040520,-0.004682776775227258
20040521,-0.00458132313812526
20040522,-0.004680994656972756
20040523,-0.004545472481183603
20040524,-0.004917975866802543
20040525,-0.0044658338286144555
20040526,-0.004533071829506222
20040527,-0.004819845217253641
20040528,-0.004174776735511409
20040529,-0.004189546450599145
20040530,-0.0041034884807153345
20040531,-0.0030576566090446443
20040601,-0.003600241678007303
20040602,-0.00430881890889296
20040603,-0.004463912575658191
20040604,-0.00396878028738194
20040605,-0.0044819935787077875
20040606,-0.004813653224387837
20040607,-0.004407007831085206
20040608,-0.004354926312385203
20040609,-0.0023699134363314896
20040610,-0.003031437221752835
20040611,-0.0038711910636294545
20040612,-0.0036370263550084955
20040613,-0.0039854705491428255
20040614,-0.003886394704527555
20040615,-0.0033648151336426197
20040616,-0.003184144622831561
20040617,-0.004029122285887451
20040618,-0.003588040788503236
20040619,-0.0026578044314162328
20040620,-0.004576672003189938
20040621,-0.004379765908030972
20040622,-0.004343157477379055
20040623,-0.004490433862123451
20040624,-0.00428913858201594
20040625,-0.004887121974197302
20040626,-0.004743443663273861
20040627,-0.004843362554534222
20040628,-0.005082530807010018
20040629,-0.00514630353329932
20040630,-0.005111749938610888
20040701,-0.004785212179789642
20040702,-0.004745111417600904
20040703,-0.004599941230369592
20040704,-0.00493381076537285
20040705,-0.004133773950273308
20040706,-0.004347686208078631
20040707,-0.004640683549268265
20040708,-0.00392565733066582
20040709,-0.0036792332819740882
20040710,-0.0044364316053192784
20040711,-0.00395919940520705
20040712,-0.004095720231305384
20040713,-0.00295126451043444
20040714,-0.0038205945209870444
20040715,-0.004077149779246536
20040716,-0.004105319039274193
20040717,-0.003808271663024221
20040718,-0.0037365986536515975
20040719,-0.002791839132660705
20040720,-0.003267609355988656
20040721,-0.004152805216458309
20040722,-0.0038949158512498025
20040723,-0.0034311505628915
20040724,-0.00274066826866693
20040725,-0.0036815830781240237
20040726,-0.0037485080332836786
20040727,-0.004291884499854277
20040728,-0.0035321580573543466
20040729,-0.003717534509702351
20040730,-0.0042119852873953815
20040731,-0.002943126527564737
20040801,-0.0035750565545192184
20040802,-0.0030587787490769245
20040803,-0.003481532544478638
20040804,-0.0047569138444149405
20040805,-0.004571786349255515
20040806,-0.004604106979370587
20040807,-0.003699089861507883
20040808,-0.0036477410792098673
20040809,-0.004841467055191036
20040810,-0.004788543436736526
20040811,-0.004710005723420098
20040812,-0.00472462448288274
20040813,-0.004425511678139876
20040814,-0.003834152413535587
20040815,-0.0032875219984541326
20040816,-0.0038484625406991634
20040817,-0.004275939937152367
20040818,-0.0047208450397644925
20040819,-0.0038533607374760474
20040820,-0.004176908391438334
20040821,-0.004173772671781813
20040822,-0.004270440802697067
20040823,-0.0047005543594683405
20040824,-0.0051311078813866175
20040825,-0.004963811685490861
20040826,-0.004605812234026439
20040827,-0.004819404647274686
20040828,-0.004588743899266155
20040829,-0.0043250245748925
20040830,-0.004900790756733992
20040831,-0.004200488072299831
20040901,-0.004823836641026827
20040902,-0.004778043680149206
20040903,-0.004539368121797954
20040904,-0.004717384693650434
20040905,-0.004541369428790804
20040906,-0.004080131745286236
20040907,-0.0042535172963469965
20040908,-0.0045638232633620004
20040909,-0.0045161828224340225
20040910,-0.0039729174650248765
20040911,-0.003982416801204551
20040912,-0.004661893081100149
20040913,-0.004610759597854231
20040914,-0.0041913120515522425
20040915,-0.002417647131308274
20040916,-0.003079196868095794
20040917,-0.004574914179823541
20040918,-0.0034705660742176013
20040919,-0.004654652040051495
20040920,-0.0038600307769746226
20040921,-0.004277475683920499
20040922,-0.004202417586748244
20040923,-0.004257852337543866
20040924,-0.004235403508833576
20040925,-0.0027516176815430187
20040926,-0.003844098414161617
20040927,-0.0038277354880585307
20040928,-0.004363977053323028
20040929,-0.002507985588581283
20040930,-0.004176966821666305
20041001,-0.004022025922934764
20041002,-0.004008620143557573
20041003,-0.0033275711034899172
20041004,-0.00441119444679784
20041005,-0.003024519048601689
20041006,-0.0030244896592172
20041007,-0.003609086011663358
20041008,-0.004448544170250127
20041009,-0.004392876954334888
20041010,-0.004194091373224783
20041011,-0.004094350531079722
20041012,-0.0044230402470882705
20041013,-0.004444321499145627
20041014,-0.003853650349355263
20041015,-0.003701040864322021
20041016,-0.0037184971760178664
20041017,-0.0038842228284328246
20041018,-0.0032061859140227163
20041019,-0.0043617562851581484
20041020,-0.0046865740615311385
20041021,-0.0046733503132400135
20041022,-0.004020700093746491
20041023,-0.004066668124185035
20041024,-0.004203391353539781
20041025,-0.00444179292042946
20041026,-0.00399420446922497
20041027,-0.0037567328545790378
20041028,-0.003898758840316801
20041029,-0.0035963407687912923
20041030,-0.004009592684626642
20041031,-0.0038273753418211257
20041101,-0.004111589038273328
20041102,-0.0038668812099483933
20041103,-0.004421480164633588
20041104,-0.004641604465712806
20041105,-0.004348479014021134
20041106,-0.0038351934053119383
20041107,-0.004471447725524157
20041108,-0.004159346609973169
20041109,-0.003906532764889381
20041110,-0.004069353760335168
20041111,-0.003934955960076429
20041112,-0.004152520904217792
20041113,-0.003926836002331429
20041114,-0.0040606015412619784
20041115,-0.003713855135083509
20041116,-0.0043373210173911604
20041117,-0.004835585942998983
20041118,-0.004178507448941962
20041119,-0.004284398296531854
20041120,-0.0044516062366717355
20041121,-0.004050483223572258
20041122,-0.004119543989089511
20041123,-0.003880881628391407
20041124,-0.003468548198868294
20041125,-0.003603204300018703
20041126,-0.003289848275028791
20041127,-0.003881905555639358
20041128,-0.004340890007002844
20041129,-0.004315191881276492
20041130,-0.0035575356989471876
20041201,-0.0028462743863335027
20041202,-0.0030557247814291554
20041203,-0.003550389328171636
20041204,-0.0038155756872902753
20041205,-0.00405202453172119
20041206,-0.002934617984579691
20041207,-0.0025929704731054624
20041208,-0.0032008234397274933
20041209,-0.0033900490752003004
20041210,-0.0035513489736254595
20041211,-0.004008921831189215
20041212,-0.004176117467912463
20041213,-0.0035462325511225598
20041214,-0.003093373863046942
20041215,-0.0037167841889175594
20041216,-0.003747770990039911
20041217,-0.003665538109422141
20041218,-0.0042781333525193895
20041219,-0.0038391039175019706
20041220,-0.0038544188561137702
20041221,-0.004201895933028909
20041222,-0.0033578518459043308
20041223,-0.003069065159049246
20041224,-0.003530386375073071
20041225,-0.002666790086581624
20041226,-0.003564415478632822
20041227,-0.0039988509445021015
20041228,-0.0035315028648524667
20041229,-0.003767635947599584
20041230,-0.002688910385303111
20041231,-0.003429558431913681
20050101,-0.002033251814490353
20050102,-0.002905197218795523
20050103,-0.0032066797784331526
20050104,-0.0030882210353380827
20050105,-0.0037387714197849725
20050106,-0.0037662883141317167
20050107,-0.003494877972712352
20050108,-0.00349261078806964
20050109,-0.003504562236922247
20050110,-0.003927997136371021
20050111,-0.0026455582581533287
20050112,-0.004239711030476412
20050113,-0.003665060436427129
20050114,-0.003982495695376609
20050115,-0.0042232945966000895
20050116,-0.0035159595781155705
20050117,-0.003990448107399068
20050118,-0.00410003815072003
20050119,-0.0037110729725893027
20050120,-0.0038945844816133664
20050121,-0.003803217039349442
20050122,-0.0037273546153127773
20050123,-0.0022572710838080954
20050124,-0.001421980879264532
20050125,-0.002706740737376567
20050126,-0.0014096293045700225
20050127,-0.0030010789547794013
20050128,-0.0038277198111078842
20050129,-0.0033515564253345574
20050130,-0.0034989860641988745
20050131,-0.003986472122499385
20050201,-0.004023236965883509
20050202,-0.003488835174987013
20050203,-0.0032170566201026557
20050204,-0.004077798276386162
20050205,-0.0034751105938756227
20050206,-0.0036349000556720086
20050207,-0.0036437441903453996
20050208,-0.0038072838570079428
20050209,-0.003894473585828854
20050210,-0.004265981410345284
20050211,-0.004230902619497562
20050212,-0.003932376104837888
20050213,-0.004075761897357347
20050214,-0.004467352484071139
20050215,-0.0040713513585479595
20050216,-0.00398470072153867
20050217,-0.00424494571267964
20050218,-0.0037389325930213863
20050219,-0.004632011231650209
20050220,-0.0049561586080477575
20050221,-0.004971111767787101
20050222,-0.004278895916152565
20050223,-0.004543185827921457
20050224,-0.004124332385620888
20050225,-0.004821499122054685
20050226,-0.0048996366744755064
20050227,-0.005132473274898777
20050228,-0.004695920683007481
20050301,-0.004804174951612215
20050302,-0.004368936237498465
20050303,-0.0045754210612056045
20050304,-0.004148984175802174
20050305,-0.00488013313463649
20050306,-0.003492083063747762
20050307,-0.0032836677318101456
20050308,-0.004631283926727364
20050309,-0.00365584771498397
20050310,-0.004009840484843554
20050311,-0.005079555086105746
20050312,-0.004249995405515153
20050313,-0.004268563221715154
20050314,-0.005080908216716551
20050315,-0.003948358662322985
20050316,-0.004293579908047034
20050317,-0.004577060405956343
20050318,-0.004547276150664017
20050319,-0.004915472318561023
20050320,-0.0032498514885114273
20050321,-0.0034226163273669593
20050322,-0.0038999056782286524
20050323,-0.0046214701456425405
20050324,-0.004326406049247404
20050325,-0.004191810173357625
20050326,-0.004715413690862361
20050327,-0.0030482117349278333
20050328,-0.004787285541049849
20050329,-0.0045538510313097545
20050330,-0.0041732052527631595
20050331,-0.004075995101658558
20050401,-0.004892823555219117
20050402,-0.005652934746932685
20050403,-0.005106990750118137
20050404,-0.004568443513824904
20050405,-0.005343384097223731
20050406,-0.004865913577643111
20050407,-0.005067776656930396
20050408,-0.0050461420464011225
20050409,-0.004512790570036371
20050410,-0.00470067646714866
20050411,-0.004521459833676504
20050412,-0.0051176234227203335
20050413,-0.004648157774483385
20050414,-0.0047566733988081205
20050415,-0.004987861407018056
20050416,-0.005149944393506071
20050417,-0.004429874568690678
20050418,-0.0045065824633812
20050419,-0.004748060610445731
20050420,-0.0045974396878481205
20050421,-0.004640133164701063
20050422,-0.004351791824260881
20050423,-0.005197746048393448
20050424,-0.005191664929417149
20050425,-0.004424492021201339
20050426,-0.004662000418674448
20050427,-0.004128498041102841
20050428,-0.005399127860684938
20050429,-0.0053433603085002125
20050430,-0.0049053476733113555
20050501,-0.004722039239057383
20050502,-0.003477812891988876
20050503,-0.0038066734097854235
20050504,-0.004890362386524214
20050505,-0.0031905984959363365
20050506,-0.0033657523801569004
20050507,-0.003872167547231541
20050508,-0.004256371561438231
20050509,-0.004254820855593848
20050510,-0.003517345243480845
20050511,-0.0025192790270313144
20050512,-0.003929756893978378
20050513,-0.0034796190883796016
20050514,-0.003800260466236265
20050515,-0.0032742735860590874
20050516,-0.00310005312963447
20050517,-0.0027849781061697913
20050518,-0.004508125018452128
20050519,-0.004318307339397624
20050520,-0.003485228557827388
20050521,-0.0048319649075849284
20050522,-0.004352784593970897
20050523,-0.0039891129845853615
20050524,-0.0037439249838425166
20050525,-0.004200429842142058
20050526,-0.004308438296735265
20050527,-0.003922308181733661
20050528,-0.00433922064787548
20050529,-0.004295032090884983
20050530,-0.0036935543467329036
20050531,-0.003997811615153923
20050601,-0.0039419009874833615
20050602,-0.004719049806231652
20050603,-0.0032241313427094787
20050604,-0.004085452943382912
20050605,-0.00404523968390264
20050606,-0.003672750614847375
20050607,-0.00448219263706932
20050608,-0.004562631315030457
20050609,-0.004693998103800831
20050610,-0.004640497769355292
20050611,-0.0048013634299723445
20050612,-0.004775410595055437
20050613,-0.003755503568634694
20050614,-0.0031518093231536963
20050615,-0.00470493203914924
20050616,-0.0033550119518645843
20050617,-0.003009445189393491
20050618,-0.0034651205591263124
20050619,-0.004225835556886992
20050620,-0.003405881081380045
20050621,-0.003529316145431161
20050622,-0.0035708203369533985
20050623,-0.0036096458556362744
20050624,-0.003048551593343571
20050625,-0.004182557674417972
20050626,-0.003923035395660567
20050627,-0.004297123862476976
20050628,-0.004199626721803426
20050629,-0.0037597357870132386
20050630,-0.0027457205130461656
20050701,-0.003205991987946902
20050702,-0.0039950685852121045
20050703,-0.0039890713300646235
20050704,-0.0019975667656716664
20050705,-0.0036998071128037805
20050706,-0.0037243596806509705
20050707,-0.004185005823088043
20050708,-0.0033996128131150633
20050709,-0.0031686336256848686
20050710,-0.003754060516858299
20050711,-0.0046904785112337095
20050712,-0.004335104333629813
20050713,-0.0038394081922589803
20050714,-0.004535554292327754
20050715,-0.004384044388245739
20050716,-0.0041929653180896925
20050717,-0.004498501756617903
20050718,-0.0039964787544157455
20050719,-0.004264559616500668
20050720,-0.00338029508298313
20050721,-0.004681368283197458
20050722,-0.003979175218019461
20050723,-0.0026271369917943654
20050724,-0.0036320573833409663
20050725,-0.0032183614316668514
20050726,-0.0028744748212697867
20050727,-0.0033977352497866187
20050728,-0.003511793448884835
20050729,-0.004393512925583202
20050730,-0.004273188513877973
20050731,-0.002394993511579914
20050801,-0.0032403607504203733
20050802,-0.0020185957061859905
20050803,-0.004242925690121749
20050804,-0.00414756046097638
20050805,-0.004190651465458779
20050806,-0.0044889792168310546
20050807,-0.004145211235250679
20050808,-0.0041051698358541815
20050809,-0.004540768881489972
20050810,-0.004158468477270152
20050811,-0.004446066937917693
20050812,-0.004722801820302394
20050813,-0.004714664739086232
20050814,-0.004052580830285965
20050815,-0.002714570419331703
20050816,-0.004399513598526689
20050817,-0.004638072848754083
20050818,-0.004594294298109868
20050819,-0.004925944783986438
20050820,-0.004149487697215991
20050821,-0.004658882796970261
20050822,-0.00430604633492672
20050823,-0.003806144104664201
20050824,-0.0038280094710366045
20050825,-0.0023855127186545376
20050826,-0.003356494977221738
20050827,-0.0035132836955562644
20050828,-0.0037327727899016654
20050829,-0.004235411841079456
20050830,-0.0024411452463962923
20050831,-0.004439171841121269
