system:index,total_precipitation_sum
20030321,0.017721950389024334
20030322,0.006220402262410703
20030323,0.002202110926801092
20030324,0.0024713988706746063
20030325,0.008245340337931483
20030326,0.005281872333257184
20030327,0.021439940400980007
20030328,0.02985676808411647
20030329,0.004101551189517743
20030330,0.002397627221226431
20030331,0.0013921552151624694
20030401,0.0015018990269681275
20030402,0.0036422974677924372
20030403,0.003528646885573505
20030404,0.0017029196133634082
20030405,0.004662198236305276
20030406,0.003531300454596034
20030407,5.754052521113838E-4
20030408,0.0011381218679988301
20030409,6.52365620482682E-4
20030410,4.766324450384164E-4
20030411,7.639806877952559E-4
20030412,7.625010399993821E-4
20030413,8.474596370983172E-4
20030414,0.001708870018536197
20030415,0.003242091076433002
20030416,0.004999529149293632
20030417,0.005673132977380621
20030418,0.0016919815149706522
20030419,2.1531833805591108E-4
20030420,8.909377629950455E-4
20030421,0.004828827002051139
20030422,0.0016766449454651672
20030423,0.0026829273993137196
20030424,0.013281474816749402
20030425,0.002117335671957363
20030426,0.0020936949545383846
20030427,0.00325907443758994
20030428,0.002463190114504222
20030429,0.006220356231911211
20030430,0.04320250776843981
20030501,0.01684997782660565
20030502,0.013594212517141
20030503,0.00891613133755084
20030504,0.02234725726852358
20030505,0.012195574449499563
20030506,0.009047605304525738
20030507,0.006548490759449395
20030508,0.00842766303475038
20030509,0.014431928584053887
20030510,0.024533600959883228
20030511,0.009605810816831217
20030512,0.014027609959605428
20030513,0.018878017077841504
20030514,0.011543351611654293
20030515,0.017264962318677336
20030516,0.02232615150012035
20030517,0.11833747206659215
20030518,0.0029975352551070158
20030519,0.0017401905945351956
20030520,0.02631714915338443
20030521,0.0049322588305622354
20030522,0.0038923000155031105
20030523,0.009055944304970134
20030524,0.006135197268522807
20030525,0.0012305074463368321
20030526,6.425033406026613E-4
20030527,6.119281295587377E-4
20030528,0.0011301251758410466
20030529,8.847954067237856E-4
20030530,0.0013377603702205785
20030531,0.0024977401172368748
20030601,0.0029008697301506196
20030602,0.0028022822398001807
20030603,0.001593252026886368
20030604,0.002340744216150863
20030605,0.002698581023032589
20030606,0.0036437374008678612
20030607,0.0028675292087672667
20030608,0.005873878238283769
20030609,0.01608838238349207
20030610,0.011191752603154831
20030611,0.01348194906567176
20030612,0.01062918207691859
20030613,0.006507028702224127
20030614,0.005758412149364434
20030615,0.0010157835789515901
20030616,0.025600900146679366
20030617,0.007719149606355248
20030618,0.0097280572315897
20030619,0.005826183829399282
20030620,0.015888090966304905
20030621,0.009124302426880376
20030622,0.03142213591509845
20030623,0.017731186798160572
20030624,0.009815113023004205
20030625,0.014275069439569625
20030626,0.010734863911172988
20030627,0.02674964572641917
20030628,0.024017315900791827
20030629,0.010820381505078613
20030630,0.009073690234066116
20030701,0.009559186053092101
20030702,0.026271848384260405
20030703,0.01600267766432088
20030704,0.01593216638208575
20030705,0.009366363644613719
20030706,0.030861199302425514
20030707,0.03280119465803694
20030708,0.025751269821667134
20030709,0.021269521920269735
20030710,0.00434459644925623
20030711,0.011584971589697606
20030712,0.019865567387609147
20030713,0.0028911394697001182
20030714,0.00927424507359681
20030715,0.014576636688536967
20030716,0.00328010520544776
20030717,0.004575848587473287
20030718,0.016713177372983192
20030719,0.009082641409623405
20030720,0.00424680466505175
20030721,0.00539632598040528
20030722,0.002724560617751751
20030723,0.016067887323398884
20030724,0.021156804590713535
20030725,0.015225097641274655
20030726,0.019206095455783775
20030727,0.006412897181364597
20030728,8.880626252007045E-4
20030729,0.006171647254797226
20030730,0.019059525815933186
20030731,0.0027684492457380923
20030801,0.008411612972554357
20030802,0.011043296388528731
20030803,0.00682240344867482
20030804,0.003111696666073717
20030805,7.966866764673894E-4
20030806,0.004676728890541487
20030807,0.017798879840187472
20030808,0.005511742119140378
20030809,0.004889611941488077
20030810,0.011078395520387934
20030811,0.013039890906322576
20030812,0.013214979067927665
20030813,0.026854604048597044
20030814,0.012108815487643804
20030815,0.020315128809408722
20030816,0.022500544690573197
20030817,0.014915481334037518
20030818,0.02352409817862953
20030819,0.032656053126706615
20030820,0.009302029463686374
20030821,0.0036603887946152595
20030822,0.001525346653339974
20030823,0.011363531659207357
20030824,0.0031348226851073916
20030825,0.008427264734586918
20030826,0.005967545117726003
20030827,0.021718747635873132
20030828,0.010158951288830525
20030829,0.007063403656014365
20030830,0.0031383917430892992
20030831,0.0025712845153948206
20030901,0.012212192311709093
20030902,0.002596833207930155
20030903,0.009500695095412444
20030904,0.007240508693278287
20030905,8.383285109559823E-4
20030906,0.0013356881938939738
20030907,0.008134598365508353
20030908,0.0038492548330675454
20030909,0.002203957885895057
20030910,0.014119923416828132
20030911,0.006948262654756788
20030912,0.015095812812050264
20030913,0.011839613731147142
20030914,0.0029369259916050224
20030915,0.004192594680873825
20030916,0.016024586920778003
20030917,0.02989727680316497
20030918,0.009039967239137785
20030919,0.006600813585940181
20030920,0.013878486025789484
20030921,0.010368249173673797
20030922,0.01320846167341729
20030923,0.005180950566127128
20030924,0.01322285976379008
20030925,0.010298738008266759
20030926,0.007944486040073707
20030927,0.008931381504563343
20030928,0.006812851037531949
20030929,0.010568169877332827
20030930,0.016419041584788508
20031001,0.006721585982933156
20031002,0.0065921462626345306
20031003,0.030154025987857158
20031004,0.021490810168654093
20031005,0.012688273542926447
20031006,0.002975515368745766
20031007,0.00387738348014116
20031008,0.017338856065226567
20031009,0.005625398797766383
20031010,0.012422447615109786
20031011,0.01130428075965688
20031012,0.018603346856920555
20031013,0.009237522763542512
20031014,0.04072958274132252
20031015,0.01740059035371248
20031016,0.010504346302052036
20031017,0.01061661905185444
20031018,0.012174727872141921
20031019,0.007206802883356044
20031020,0.005022910790608438
20031021,0.0039860524704702985
20031022,0.005338284275314554
20031023,0.022263498317928974
20031024,0.019849956191813806
20031025,0.015273051867920632
20031026,0.016009566984745097
20031027,0.009447460324722037
20031028,0.0034334421178098904
20031029,0.003467913932065236
20031030,0.00881330529883537
20031031,0.007730774942545476
20031101,0.0037844652581241903
20031102,0.0069386872536540715
20031103,0.011474561238587741
20031104,0.0062850548788827105
20031105,0.009420212009253906
20031106,0.012053440609583296
20031107,0.015435308285273147
20031108,0.016408531276467898
20031109,0.006954990411684288
20031110,0.022597746534211073
20031111,0.006684677947204721
20031112,0.006463979954590123
20031113,0.01220762490540495
20031114,0.004246339623628775
20031115,0.006814704413494581
20031116,0.011177697500498369
20031117,0.003961295646900663
20031118,0.0012489569101051708
20031119,0.002624537929425942
20031120,0.0022821453619515015
20031121,0.004152712910739818
20031122,0.003026826813512183
20031123,0.0022984049905519846
20031124,0.002793481538510416
20031125,0.005101637254488295
20031126,0.0017585436404426676
20031127,7.609047623365297E-5
20031128,2.3227095803642625E-6
20031129,1.019556518159539E-5
20031130,4.092580550893407E-4
20031201,0.0028556084171052548
20031202,0.004219811667334359
20031203,0.0012768835313117536
20031204,0.0011030053266475738
20031205,0.007555091509310927
20031206,0.0035497451897235025
20031207,0.01750473373785137
20031208,0.0013815829368948181
20031209,0.01387907905630142
20031210,0.005002314233320927
20031211,0.014648473767110329
20031212,0.008935895713801281
20031213,0.020923241651858403
20031214,0.025503570026221573
20031215,0.006905489210007944
20031216,0.03570415624032973
20031217,0.020659866086832273
20031218,0.021391389171742034
20031219,0.021266476413969917
20031220,0.06455233386107376
20031221,0.016266184838741038
20031222,0.004434866875546467
20031223,0.0031380819515371815
20031224,0.008503370627974708
20031225,0.002222254679268257
20031226,2.2451963990227527E-4
20031227,0.012415852182218074
20031228,0.0037609936733114836
20031229,0.010626586443721116
20031230,0.006618414574800919
20031231,0.002155547135128251
20040101,0.006110009665473725
20040102,0.005226882173615883
20040103,9.578352709925395E-4
20040104,0.009139497660555726
20040105,0.004005295913527359
20040106,0.002527137481284951
20040107,0.0018576063089534567
20040108,0.0013910503153861525
20040109,7.113906906305712E-4
20040110,0.003259066445298631
20040111,0.0025974132331683096
20040112,0.0012700484754633405
20040113,0.0031545301036146026
20040114,0.0034055045792666994
20040115,4.996577384781245E-4
20040116,0.0013469585386992884
20040117,0.006260269537444195
20040118,0.003747247045079937
20040119,0.0024562294783908064
20040120,0.002498557818763312
20040121,0.016274404665224364
20040122,0.009178881009839985
20040123,0.01266873669236973
20040124,0.007307101370079147
20040125,0.023339066177183235
20040126,0.0020900714827572484
20040127,0.013877050928418597
20040128,0.010648075412167002
20040129,0.001526135860643439
20040130,0.0012742119838139447
20040131,0.018502413498832308
20040201,0.003929498859987967
20040202,0.001418771716988969
20040203,0.001362319467455949
20040204,0.0017878782863101925
20040205,0.0028255842550947165
20040206,0.0073119874400576265
20040207,0.002976910442714006
20040208,0.0031703132738450782
20040209,0.010159998670012904
20040210,0.020121849429604582
20040211,0.03168084434723036
20040212,0.018551294746084853
20040213,0.00920562104288407
20040214,0.0010751953318288445
20040215,4.939680449663956E-4
20040216,0.0010031613143651143
20040217,0.001810037290032899
20040218,0.003096597939434206
20040219,0.0016244247486416202
20040220,0.00668211568694132
20040221,0.011115392429465139
20040222,0.00685193329784584
20040223,0.00878665616832603
20040224,0.010681682524533779
20040225,0.011192762654896334
20040226,0.01101845985967569
20040227,0.006026020450252026
20040228,0.002645437289541989
20040229,0.0036800434078308013
20040301,0.001520308149127509
20040302,0.001439418791708937
20040303,0.0028465521417716405
20040304,0.0020935946738700685
20040305,0.025044160355312116
20040306,0.006497496492123858
20040307,0.00911018803965337
20040308,9.938144022281431E-4
20040309,0.0016168713101632072
20040310,0.003576075524348003
20040311,0.0024736241620355363
20040312,0.0019477870808582024
20040313,0.001873145514429071
20040314,0.0022871388692090517
20040315,0.003845163341032153
20040316,0.0030983130570930643
20040317,0.00249584763224315
20040318,0.008240757477515005
20040319,0.0018570412165988938
20040320,0.007807358838708634
20040321,0.009180638935335632
20040322,0.005356812635546779
20040323,0.009062788234818547
20040324,0.008938735181150974
20040325,0.008640099913959757
20040326,0.014518031241272936
20040327,0.0037415680996080373
20040328,0.009948641008457026
20040329,0.00362701576498966
20040330,0.002124660195924047
20040331,0.0024360571610226177
20040401,0.0017831878300177762
20040402,5.991236547555108E-4
20040403,7.994326121068507E-4
20040404,0.0011235276678739636
20040405,0.0036334175998343683
20040406,0.00507736041639071
20040407,0.0024913079596546152
20040408,5.027777003511579E-4
20040409,0.0030295898556972063
20040410,0.00123169919146084
20040411,4.5312015353540285E-6
20040412,3.207188442556708E-4
20040413,2.638679132770683E-4
20040414,0.002280290706628186
20040415,0.004120018279317788
20040416,0.0013858661961967799
20040417,0.003093516441015472
20040418,0.009885849697650554
20040419,0.0062071822558615935
20040420,0.007614904555256284
20040421,0.0016488559427211588
20040422,1.4722987091767145E-4
20040423,0.0016605522856484522
20040424,0.0014896416076332166
20040425,0.0012953040331201101
20040426,0.015110117747018925
20040427,0.011574570774581034
20040428,0.01674823514128496
20040429,0.019856237368970343
20040430,0.009375724849963745
20040501,0.005026281520177852
20040502,0.011224914956954653
20040503,0.004308456237809647
20040504,0.009258045310543554
20040505,0.004880634272572559
20040506,0.013854709613957805
20040507,0.021669208025224724
20040508,0.02836981556835061
20040509,0.03136260712532536
20040510,0.017956149623803895
20040511,0.05857345474671444
20040512,0.004103111002462951
20040513,0.0018839578308322532
20040514,0.0029380611733533335
20040515,0.00485688909858584
20040516,0.005719837295869774
20040517,0.002902293880312079
20040518,0.0032341998903900795
20040519,0.014547225851134363
20040520,0.002120269904131896
20040521,0.0076419250176018765
20040522,0.003641295989052145
20040523,0.00799177946882742
20040524,0.007617694117600379
20040525,0.011187330533525759
20040526,0.00688839040059815
20040527,0.002108302268234897
20040528,0.005833382910157363
20040529,0.007173055785271023
20040530,0.01946303494470805
20040531,0.04018620906009968
20040601,0.024446022972838696
20040602,0.019769875759625095
20040603,0.02155234533651827
20040604,0.016723569365660832
20040605,0.0023174719271364386
20040606,0.006381037823158743
20040607,0.01902419040290195
20040608,0.011504846289961509
20040609,0.005647283719711621
20040610,0.01709436867349318
20040611,0.01173846327334884
20040612,0.0025007746099243717
20040613,0.007350262319274599
20040614,0.0064475352537927185
20040615,0.009870001655400397
20040616,0.009857154745287812
20040617,0.006729578968498292
20040618,0.012932721953475796
20040619,0.008928109353905192
20040620,0.0010089802287338062
20040621,0.005142321078746955
20040622,0.011158496318820842
20040623,0.007957018842165374
20040624,0.0010951623157888976
20040625,2.4582275133101225E-4
20040626,5.668117675551013E-4
20040627,0.002066757102717268
20040628,0.0026446990263152715
20040629,0.0029131065909739984
20040630,9.362220894374733E-4
20040701,0.0019919977312407343
20040702,0.003604664947086173
20040703,0.006732652302945945
20040704,0.0029175534857850227
20040705,0.019886841794149516
20040706,0.004994242675682434
20040707,0.0032587143783787713
20040708,0.014721708811305544
20040709,0.01463855558924042
20040710,0.022751536537413675
20040711,0.022718644155925213
20040712,0.0242630807496161
20040713,0.014611169103048457
20040714,0.030285832040035994
20040715,0.028296675358074508
20040716,0.018459558688395022
20040717,0.013840393477441055
20040718,0.026466434833198205
20040719,0.02101370309299756
20040720,0.009626023805739894
20040721,0.0020901271906811282
20040722,0.020631219414201304
20040723,0.015000866559033143
20040724,0.014382487873352171
20040725,0.021575760859747113
20040726,0.02371593005686733
20040727,0.007701657016019443
20040728,0.008110159121979679
20040729,0.016709277660951337
20040730,0.015713102090547496
20040731,0.01297370880581462
20040801,0.013902058562965723
20040802,0.0119330089841949
20040803,0.01623405270402536
20040804,0.0014794446862706956
20040805,0.0035052345050333804
20040806,0.008112674020816902
20040807,5.949819040567295E-4
20040808,0.0018951912442251911
20040809,0.0017135623934384
20040810,0.0022242213323231536
20040811,0.0015063039541668055
20040812,0.002747841333007344
20040813,0.0014423246436030062
20040814,0.001516597327033793
20040815,0.0035886705720741875
20040816,0.0013513594266312823
20040817,0.003292803337712231
20040818,0.008412181039229286
20040819,0.008502398177869987
20040820,0.01576422594944928
20040821,4.0000005031024335E-4
20040822,0.0015818075383545874
20040823,0.0015358536924227721
20040824,0.001567911755663621
20040825,0.002062021491357801
20040826,0.0036800738808251436
20040827,0.0017814907849347797
20040828,0.0010737046181087048
20040829,0.005597607638638053
20040830,0.0075612569898395625
20040831,0.001073572469710461
20040901,0.005158847090241911
20040902,0.009873542763333819
20040903,0.011112388739013532
20040904,0.0058819205497320105
20040905,0.02122328069101576
20040906,0.010826224501859385
20040907,0.026326508299012213
20040908,0.01201283669242619
20040909,0.005673024937155625
20040910,0.027415001357079274
20040911,0.024254080666163438
20040912,0.012652705797830751
20040913,0.005517516667842023
20040914,0.008207688303795268
20040915,0.03586891709883096
20040916,0.021696295797095828
20040917,0.011523353388039842
20040918,0.013980408824465598
20040919,0.006252078584370846
20040920,0.0052834672160843865
20040921,0.014416764078383947
20040922,0.008592732407846563
20040923,0.009014918095354634
20040924,0.01716164533396056
20040925,0.006554566997723415
20040926,0.028683743540819585
20040927,0.012396359544057793
20040928,0.021070320884552508
20040929,0.004772920425146255
20040930,0.021038447119352398
20041001,0.008353700361576155
20041002,0.012978042599464962
20041003,0.0032659258414724237
20041004,0.014449627574136887
20041005,0.022347437336556288
20041006,0.0016111414674591733
20041007,0.004356294905896776
20041008,0.0013190755157798351
20041009,0.003024771370140121
20041010,0.0016830965322544931
20041011,0.0014232452383929198
20041012,0.0016045824373265983
20041013,0.0048599074543076055
20041014,0.00656517612589172
20041015,0.004581495921456662
20041016,0.010504876480886662
20041017,0.012526013392812117
20041018,0.015311028802890054
20041019,0.0018946639927998569
20041020,6.456384952234114E-4
20041021,0.0025205905355938103
20041022,0.00723588134009916
20041023,0.006064041892174385
20041024,0.003351663459004803
20041025,0.0018952532694130715
20041026,0.003236862441611205
20041027,0.0049342911219115064
20041028,0.0066085605806883874
20041029,0.01466482512650061
20041030,0.010378258797001199
20041031,0.008901744137542687
20041101,0.010001078311927059
20041102,0.012098218475934371
20041103,0.001592456984029811
20041104,0.0013359293599687918
20041105,0.00195480280587318
20041106,0.003521743178035074
20041107,0.007677429775136282
20041108,0.003902720313153724
20041109,0.006545251434777805
20041110,0.002997266530519783
20041111,0.0030881143251487763
20041112,0.00234133284237641
20041113,0.009646963758170856
20041114,9.579833755844823E-4
20041115,2.903527549774347E-4
20041116,5.862292864759678E-4
20041117,4.644344990752148E-4
20041118,0.0012862105465989324
20041119,8.20202964412408E-4
20041120,0.0018419301845216814
20041121,0.001356785363694568
20041122,0.004575660452585736
20041123,0.002591551237227483
20041124,0.006386961634632085
20041125,0.00892922384037183
20041126,0.019294096037437182
20041127,0.0024345914809745187
20041128,3.746437833549003E-4
20041129,0.0013394614471071253
20041130,0.009972698670730447
20041201,0.004689115876127767
20041202,0.01431572263794488
20041203,0.01604497220489752
20041204,0.011862529199202753
20041205,0.0018392683411891006
20041206,0.006454585248972926
20041207,0.0068219430132716655
20041208,0.014518403154858677
20041209,0.005557821364616892
20041210,0.002366019553222664
20041211,0.0015902035912146474
20041212,0.004087351778129314
20041213,0.01232194849053186
20041214,0.005900559813048225
20041215,0.007587057196409809
20041216,0.0038643438223696694
20041217,0.0020827670199844504
20041218,0.0021746243519323986
20041219,0.004643746218550844
20041220,0.001806678547145394
20041221,7.472397341760013E-4
20041222,0.006672083458817901
20041223,0.011799412697358147
20041224,0.0076626590584071876
20041225,0.01641684333774849
20041226,0.005193708278966235
20041227,0.0025230597932381794
20041228,0.00659687976518968
20041229,0.007267287087220591
20041230,0.012394271344937225
20041231,0.003541872213978873
20050101,0.028886626092270943
20050102,0.012951081940123453
20050103,0.013529109656780808
20050104,0.014636743408522529
20050105,0.002320205213403304
20050106,0.0024381930709214427
20050107,0.0035713345322072724
20050108,0.009020645428687895
20050109,0.00607320639972709
20050110,0.0010747866361883055
20050111,0.01931969004750607
20050112,6.294073724347942E-4
20050113,6.804845561808317E-4
20050114,8.22387659161219E-6
20050115,5.749771773847656E-5
20050116,0.0012027174948842005
20050117,8.214275612272876E-4
20050118,0.002765601548199469
20050119,0.003990579894929573
20050120,6.901896583961577E-4
20050121,0.00130022180740822
20050122,0.001441636397124779
20050123,0.008003069200670858
20050124,0.029078105979887355
20050125,0.007199402300788073
20050126,0.006722395979763465
20050127,0.002389889035244005
20050128,0.003424021696240844
20050129,0.00517137171857844
20050130,0.007156788198396733
20050131,0.004174479036077728
20050201,0.005010597269338421
20050202,0.0034028483743580745
20050203,7.79053764721346E-4
20050204,0.0031025275335773324
20050205,9.063770470417372E-4
20050206,0.0013555571506806915
20050207,0.001904069459615402
20050208,7.512058441000814E-4
20050209,5.904073843566591E-4
20050210,5.850783944602306E-4
20050211,9.054951624876929E-4
20050212,8.324647711550994E-4
20050213,0.001463989895345925
20050214,0.0013301287266008625
20050215,0.002140599417088758
20050216,0.0014416514669690905
20050217,0.0029066549767822643
20050218,0.012396066921990767
20050219,0.00372802586343801
20050220,9.768855560780523E-4
20050221,6.796941739451656E-4
20050222,0.0015499013809516771
20050223,8.127835311462727E-4
20050224,0.0035296639249496405
20050225,0.0015771339311175102
20050226,1.1241544370642212E-4
20050227,9.206400266558893E-5
20050228,2.2326149004732934E-4
20050301,1.66795361044675E-4
20050302,6.926162587756858E-4
20050303,4.663068938112398E-4
20050304,0.0016131795386017038
20050305,2.067168849863068E-5
20050306,0.008582553313971465
20050307,0.023793672430332403
20050308,0.0017100108923492514
20050309,0.010790532343716401
20050310,0.0033425146755951592
20050311,0.0014282144639840345
20050312,0.01284699298437924
20050313,0.001382952486218366
20050314,4.3803717889116204E-4
20050315,0.0027179780419690856
20050316,0.0019028280681787333
20050317,0.010161640760718906
20050318,0.0025362660543815675
20050319,0.001369744408016088
20050320,0.02693030985914852
20050321,0.024025610233888144
20050322,0.008167393482926832
20050323,0.006693458747208005
20050324,0.004182614720243195
20050325,0.0061596766429449406
20050326,0.004045041311110219
20050327,0.013846755766242193
20050328,0.002034575233911729
20050329,0.0023054834207767187
20050330,0.0016582023461737276
20050331,0.008384212962326583
20050401,0.0021081257865831547
20050402,1.765546106414463E-4
20050403,0.0024215086114114243
20050404,0.0023072498000453593
20050405,8.006348761692603E-4
20050406,0.0023208885875642864
20050407,0.003221261501714051
20050408,0.0030576876774276846
20050409,0.003943521553915233
20050410,0.015703059529557015
20050411,0.02653946677528317
20050412,0.0030242184342135483
20050413,0.006687327651182021
20050414,0.002034803713856871
20050415,5.993233277893994E-4
20050416,0.003247984394052363
20050417,0.004162108876882021
20050418,0.020221879364979482
20050419,0.003371806164551495
20050420,0.0061905511105964746
20050421,0.0056720524199974824
20050422,0.002084289467873838
20050423,6.651428101106843E-5
20050424,6.069727563323639E-4
20050425,0.01878287184725966
20050426,0.004782562099400488
20050427,0.013069145114378705
20050428,0.0012232983236781982
20050429,4.05257147097353E-4
20050430,6.304074005016759E-4
20050501,0.0023243372507420665
20050502,0.012534357317458259
20050503,0.005708521055765902
20050504,0.0035999789409302987
20050505,0.01752217862478603
20050506,0.01424239095546713
20050507,0.009649458613446576
20050508,0.017343109280475513
20050509,0.00843520400554037
20050510,0.02514846528337162
20050511,0.06951039614075191
20050512,0.019195297725715186
20050513,0.01552098483991296
20050514,0.027699899280479594
20050515,0.00884713328638471
20050516,0.005218968568283495
20050517,0.0012171282628753353
20050518,8.210266250679913E-4
20050519,0.017156416687390482
20050520,0.021416369889164087
20050521,0.01633508589398689
20050522,0.013879254602473556
20050523,0.015574802588123509
20050524,0.016328383393017766
20050525,0.006979195344611475
20050526,0.0070878031835728186
20050527,0.01363512524711589
20050528,0.015275210331653768
20050529,0.00913168505517938
20050530,0.012590296050078019
20050531,0.008779062333002869
20050601,0.018329568937364503
20050602,0.013801197691766994
20050603,0.0042657757964536126
20050604,0.006392418767294215
20050605,0.00897804081559292
20050606,0.012851310986790815
20050607,0.006739049159374622
20050608,0.015927878036539396
20050609,0.0054789948026528245
20050610,0.010248431873227057
20050611,0.007368378170001556
20050612,0.004854947980831334
20050613,0.023961731380111848
20050614,0.014479067211335715
20050615,0.009987956882426874
20050616,0.01586919623109896
20050617,0.024395743841757023
20050618,0.015495031633973708
20050619,0.013837254990264452
20050620,0.00875848148802904
20050621,0.020590489358427017
20050622,0.02329154326471166
20050623,0.030738333650077825
20050624,0.01892136520715575
20050625,0.006141943604116415
20050626,0.01613221660237562
20050627,0.011834197322280382
20050628,0.03120700852363047
20050629,0.010649917320521986
20050630,0.019573631479753637
20050701,0.017104020254974935
20050702,0.02639837971759703
20050703,0.01749392450316045
20050704,0.019640684939655706
20050705,0.018120241972131596
20050706,0.01033087001698425
20050707,0.0121893045345367
20050708,0.014552087586257798
20050709,0.026696353317664703
20050710,0.009549534812593817
20050711,0.0032740051781373716
20050712,0.01045829182182178
20050713,0.019385247703315022
20050714,0.011764296617009378
20050715,0.009772655497387645
20050716,0.014210271145298478
20050717,0.023641702532274347
20050718,0.029334918083280984
20050719,0.0074849153241708715
20050720,0.004789919961740082
20050721,0.0070432422782807725
20050722,0.005103819273462797
20050723,0.028790817106192565
20050724,0.022414168223491737
20050725,0.013948083654707736
20050726,0.00913912827760942
20050727,0.011261582684452633
20050728,0.0036192305057813293
20050729,4.732505054001323E-4
20050730,0.002488202420820288
20050731,0.005842956598852173
20050801,0.005549528862782163
20050802,0.010129807209964635
20050803,0.0034393832305783714
20050804,0.004816881876477919
20050805,0.007796026988497793
20050806,0.001854310767092902
20050807,0.004987041872605668
20050808,0.0034134180590277285
20050809,0.001657853025153302
20050810,0.002642817379335378
20050811,0.0031713458305099237
20050812,0.004514693974266783
20050813,0.008738514167277745
20050814,0.009796592334491191
20050815,0.007701560317127107
20050816,0.012445872336165202
20050817,0.0032359641892168553
20050818,0.01493646926912129
20050819,0.013920338036837135
20050820,0.010006071947022176
20050821,0.005928229574280245
20050822,0.008438317519558213
20050823,0.01680125326810611
20050824,0.014349661502749564
20050825,0.009494715782830758
20050826,0.018179565635959242
20050827,0.019442561002210448
20050828,0.02240179153480703
20050829,0.011713346138324674
20050830,0.0033716440090926
20050831,0.008191062401037445
20050901,0.006804496150853573
20050902,0.010423044280584938
20050903,0.018523337685640663
20050904,0.018824430946064615
20050905,0.008244011077939987
20050906,0.019389683605757033
20050907,0.0042013103630072195
20050908,0.0077142548837717305
20050909,0.016676011667618423
20050910,0.0066691291017259464
20050911,0.0016975027866618457
20050912,0.007615088567841064
20050913,0.008109460630200701
20050914,0.0028432792254526663
20050915,0.0017398610410155517
20050916,0.0010306225847973376
20050917,0.0032339464216922533
20050918,0.009476762545031747
20050919,0.010264307231863168
20050920,0.002883953131782773
20050921,0.00758862312662091
20050922,0.0043721393069039
20050923,0.005344089990939966
20050924,0.002139251757513514
20050925,4.505330573963694E-4
20050926,0.0015537471366350122
20050927,0.009154345961641192
20050928,0.003204934327977331
20050929,0.00971426489026371
20050930,0.01008961769635852
20051001,0.00685669782642995
20051002,0.008025637700794579
20051003,0.0023477391025780686
20051004,0.022954274004118563
20051005,0.024037849913450475
20051006,0.008051561541179248
20051007,0.019481409875131667
20051008,0.005013223826063792
20051009,0.005037523220362084
20051010,0.0027473352368783165
20051011,0.0020891202515238723
20051012,0.00274737501269445
20051013,0.003446769660108727
20051014,0.008880061107136801
20051015,0.00543666259262262
20051016,0.00273825208116164
20051017,0.003232518743336075
20051018,0.010746213920049867
20051019,0.022639577210633945
20051020,0.025363809355754583
20051021,0.007870757287728588
20051022,0.006401510240121813
20051023,0.0029566211897835786
20051024,0.009023204436899678
20051025,0.00812480931255207
20051026,0.009556195268916797
20051027,0.026085140153920827
20051028,0.020490465283783635
20051029,0.006697160917623231
20051030,0.0041583677368102505
20051031,0.0031305124344344812
20051101,0.008810654043062388
20051102,0.012092481457510365
20051103,0.02134486022642504
20051104,0.010039485516534101
20051105,0.005371643924348697
20051106,0.012280774776493392
20051107,0.002705466014436387
20051108,0.001177547228719046
